project_name	ID_EIA	type	latitude	longitude	region	state	state_fips	state_name	year	capacity_DC_kW	capacity_AC_kW	inverter_loading_ratio	mount_type	tracking_type	tilt	azimuth	average_global_horizontal_irradiance	capacity_factor_average	tech_class_primary	tech_class_secondary	storage_flag	storage_year	storage_capacity	storage_energy	storage_tech	hybrid_flag	hybrid_tech	duplicate	sub_id	interconnect_x	point_of_interconnect	interconnect_y
Fort Huachuca Solar PV Project	58972.0	UPV	31.555841	-110.32008	West (non-ISO)	AZ	4	Arizona	2014	22200.0	17700.0	1.2542372881355932	Fixed Tilt	['Fixed']	25.0	169.0	5.5542616438	0.2459445464638057	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38389	Western	distribution-primary	Western
RE Victor Phelan Solar One	58202.0	UPV	34.51231	-117.477791	CAISO	CA	6	California	2014	22400.0	17500.0	1.28	Tracking	['Single']	-1.0	180.0	5.9183289954	0.3080287843859753	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37451	Western	distribution-primary	Western
Warren Solar Farm (Mass Midstate 1-3, Ecos Energy LLC)	58275.0	UPV	42.199321	-72.22439	ISO-NE	MA	25	Massachusetts	2014	17200.0	14000.0	1.2285714285714284	Fixed Tilt	['Fixed']	25.0	180.0	3.8116696347		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	1903	Eastern	distribution-primary	Eastern
Warren Solar Farm (Mass Midstate 1-3, Ecos Energy LLC)	58276.0	UPV	42.199321	-72.22439	ISO-NE	MA	25	Massachusetts	2014	17200.0	14000.0	1.2285714285714284	Fixed Tilt	['Fixed']	25.0	180.0	3.8116696347		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	1903	Eastern	distribution-primary	Eastern
Warren Solar Farm (Mass Midstate 1-3, Ecos Energy LLC)	58279.0	UPV	42.199321	-72.22439	ISO-NE	MA	25	Massachusetts	2014	17200.0	14000.0	1.2285714285714284	Fixed Tilt	['Fixed']	25.0	180.0	3.8116696347		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	1903	Eastern	distribution-primary	Eastern
Davis-Monthan Air Force Base Phase I+II	59779.0	UPV	32.145881	-110.879541	West (non-ISO)	AZ	4	Arizona	2014	16530.0	12600.0	1.311904761904762	Tracking	['Single']	-1.0	180.0	5.7976952055		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38364	Western	distribution-primary	Western
PSEG El Paso Solar Energy Center (Newman)	59407.0	UPV	31.978333	-106.4275	West (non-ISO)	TX	48	Texas	2014	13047.929999999998	10416.0	1.252681451612903	Tracking	['Single']	-1.0	177.0	5.7401369863	0.3010247051100337	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39734	Western	distribution-primary	Western
RE Columbia 3	58502.0	UPV	35.018821	-118.17665	CAISO	CA	6	California	2014	11058.0	10000.0	1.1058	Tracking	['Single']	-1.0	180.0	5.8443696347	0.2853586845322753	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37235	Western	distribution-primary	Western
Lone Valley Solar Park I (Agincourt)	58417.0	UPV	34.397761	-116.86548	CAISO	CA	6	California	2014	12400.0	10000.0	1.24	Tracking	['Single']	-1.0	180.0	5.7028573059	0.271349953422994	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37670	Western	distribution-primary	Western
Meadow Lake Solar Energy Center	59618.0	UPV	34.809911	-106.51749	West (non-ISO)	NM	35	New Mexico	2014	11370.0	9120.0	1.2467105263157896	Tracking	['Single']	-1.0	180.0	5.6456440639	0.3074120352860218	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38820	Western	distribution-primary	Western
Indianapolis Motor Speedway (IMS) Solar Farm	58615.0	UPV	39.797791	-86.22351	MISO	IN	18	Indiana	2014	11203.92	8820.5	1.2702137067059691	Fixed Tilt	['Fixed']	26.0	180.0	4.0079869863	0.1718297889987699	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22414	Eastern	distribution-primary	Eastern
Rock Solid Solar Project (Howell Solar)	59319.0	UPV	40.230141	-74.22583	PJM	NJ	34	New Jersey	2014	9936.1	8000.0	1.2420125	Fixed Tilt	['Fixed']	20.0	180.0	4.0066308219	0.1818115362302567	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5628	Eastern	distribution-primary	Eastern
Maywood Superfund Project (HQC Maywood)	58770.0	UPV	39.737691	-86.21822	MISO	IN	18	Indiana	2014	10860.0	7892.0	1.376077040040547	Fixed Tilt	['Fixed']	20.0	180.0	4.0079869863	0.1648145467176436	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22434	Eastern	distribution-primary	Eastern
Cibola Solar Energy Center	59619.0	UPV	35.254281	-107.245191	West (non-ISO)	NM	35	New Mexico	2014	9420.0	7600.0	1.2394736842105265	Tracking	['Single']	-1.0	180.0	5.484536758	0.2974271977101973	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38837	Western	distribution-primary	Western
G&S Wantage Solar	59366.0	UPV	41.188371	-74.59039	PJM	NJ	34	New Jersey	2014	8446.0	7000.0	1.2065714285714286	Fixed Tilt	['Fixed']	10.0	180.0	3.8892929224	0.1531009503135036	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5845	Eastern	distribution-primary	Eastern
West Pemberton Solar Facility	59186.0	UPV	40.006081	-74.73049	PJM	NJ	34	New Jersey	2014	9189.9	7000.0	1.3128428571428572	Fixed Tilt	['Fixed']	20.0	180.0	4.0069723744	0.1870466019578976	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5238	Eastern	distribution-primary	Eastern
Summer North Solar 6.5 (American Solar Greenworks)	58757.0	UPV	34.72391	-118.292341	CAISO	CA	6	California	2014	9201.0	6490.0	1.4177195685670263	Fixed Tilt	['Fixed']	25.0	193.0	5.8113525114	0.2671438679181506	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36907	Western	distribution-primary	Western
Dartmouth Solar	58682.0	UPV	41.676111	-70.996944	ISO-NE	MA	25	Massachusetts	2014	7458.490000000002	6250.0	1.1933584000000002	Fixed Tilt	['Fixed']	25.0	180.0	3.8899625571	0.1649159146975405	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	1979	Eastern	distribution-primary	Eastern
Sandoval Solar Energy Center	59558.0	UPV	35.283751	-106.81253	West (non-ISO)	NM	35	New Mexico	2014	7370.0	6080.0	1.212171052631579	Tracking	['Single']	-1.0	180.0	5.5845785388	0.29617525394646	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38833	Western	distribution-primary	Western
Rio Rico	59044.0	UPV	31.496491	-111.00719	West (non-ISO)	AZ	4	Arizona	2014	7180.0	6000.0	1.1966666666666663	Fixed Tilt	['Fixed']	25.0	180.0	5.7151303653	0.215194673863923	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38332	Western	distribution-primary	Western
NRG Community Solar 1	58545.0	UPV	32.983161	-115.48185	West (non-ISO)	CA	6	California	2014	7499.999999999999	6000.0	1.2499999999999998	Tracking	['Single']	-1.0	181.0	5.8990940639	0.2594340174677634	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37709	Western	distribution-primary	Western
Warsaw Solar Facility (formerly Gantt Farm I)	58848.0	UPV	35.006731	-78.124981	Southeast (non-ISO)	NC	37	North Carolina	2015	87500.0	64800.0	1.3503086419753088	Fixed Tilt	['Fixed']	20.0	180.0	4.4963607306	0.2019524163670121	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	11134	Eastern	distribution-primary	Eastern
Fort Benning Solar	59862.0	UPV	32.304198	-84.990719	Southeast (non-ISO)	GA	13	Georgia	2015	41538.56	30000.0	1.3846186666666669	Fixed Tilt	['Fixed']	20.0	180.0	4.6137851598	0.209965805407923	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	13082	Eastern	distribution-primary	Eastern
SR Hazlehurst Solar I	59535.0	UPV	31.809451	-82.576631	Southeast (non-ISO)	GA	13	Georgia	2015	27250.0	21000.0	1.2976190476190477	Fixed Tilt	['Fixed']	20.0	180.0	4.7292486301	0.2078404985581327	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	12673	Eastern	distribution-primary	Eastern
Kelford Solar (Capital Partners, Phase II, Project A)	59527.0	UPV	36.155131	-77.207841	PJM	NC	37	North Carolina	2015	30104.55	21000.0	1.43355	Tracking	['Single']	-1.0	180.0	4.4058326484	0.2255840275327138	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10364	Eastern	distribution-primary	Eastern
Diamond Valley Lake Solar (AP North Lake I)	59610.0	UPV	33.741151	-117.010761	CAISO	CA	6	California	2015	24059.7	20000.0	1.202985	Tracking	['Single']	-1.0	180.0	5.5127598174	0.2533468666566859	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37617	Western	distribution-primary	Western
Montgomery Solar	58649.0	UPV	35.345091	-79.763971	Southeast (non-ISO)	NC	37	North Carolina	2015	28034.76	20000.0	1.4017380000000002	Fixed Tilt	['Fixed']	20.0	180.0	4.4828812785	0.2225113125982483	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10882	Eastern	distribution-primary	Eastern
NextEra Adelanto Solar Phase 1	59441.0	UPV	34.553511	-117.377161	CAISO	CA	6	California	2015	24425.39843951401	20000.0	1.2212699219757008	Tracking	['Single']	-1.0	180.0	5.9188707763	0.3381481745436909	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37460	Western	distribution-primary	Western
Shafter Solar	59408.0	UPV	35.451141	-119.126301	CAISO	CA	6	California	2015	26802.6	20000.0	1.34013	Tracking	['Single']	-1.0	180.0	5.3633888128	0.2938513704868128	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36769	Western	distribution-primary	Western
Watson Seed Farm PV1 (Fresh Air Energy II)	59153.0	UPV	36.127881	-77.721371	PJM	NC	37	North Carolina	2015	25500.000000000004	20000.0	1.275	Fixed Tilt	['Fixed']	20.0	191.0	4.4320954338	0.1908810539711056	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	10648	Eastern	distribution-primary	Eastern
Shawboro (PV1 / Fresh Air Energy X )	59155.0	UPV	36.432321	-76.085811	PJM	NC	37	North Carolina	2015	29497.12	20000.0	1.474856	Fixed Tilt	['Fixed']	25.0	182.0	4.3925611872	0.2094781826234498	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10445	Eastern	distribution-primary	Eastern
Richland Solar Center	59874.0	UPV	32.624071	-83.380041	Southeast (non-ISO)	GA	13	Georgia	2015	33443.770000000004	20000.0	1.6721885	Fixed Tilt	['Fixed']	20.0	180.0	4.6744703196	0.2414280010978865	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	13124	Eastern	distribution-primary	Eastern
Coronal Lost Hills	59638.0	UPV	35.727321	-119.905411	CAISO	CA	6	California	2015	25990.4	20000.0	1.29952	Tracking	['Single']	-1.0	179.0	5.3774134703	0.2930644103850088	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	36560	Western	distribution-primary	Western
Holstein Solar	58623.0	UPV	34.774451	-79.340351	Southeast (non-ISO)	NC	37	North Carolina	2015	25600.08	20000.0	1.280004	Fixed Tilt	['Fixed']	20.0	180.0	4.5270518265	0.2021527278738428	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10781	Eastern	distribution-primary	Eastern
Morgans Corner Solar	60422.0	UPV	36.421064	-76.364244	PJM	NC	37	North Carolina	2015	25000.0	19654.0	1.2720056985855297	Fixed Tilt	['Fixed']	20.0	181.0	4.4046742009	0.1762952628689772	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10450	Eastern	distribution-primary	Eastern
Alamo Solar Project	59469.0	UPV	34.686041	-117.345211	CAISO	CA	6	California	2015	23353.5	18700.0	1.2488502673796789	Tracking	['Single']	-1.0	180.0	5.922493379	0.2918049132425429	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37478	Western	distribution-primary	Western
Solar Star Nellis Air Force Base (Solar Star NAFB)	59919.0	UPV	36.207641	-115.046971	West (non-ISO)	NV	32	Nevada	2015	19000.0	15500.0	1.2258064516129032	Tracking	['Single']	-1.0	180.0	5.6199872146	0.2957028043596721	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37922	Western	distribution-primary	Western
Beaufort Solar	59887.0	UPV	35.456041	-77.135471	Southeast (non-ISO)	NC	37	North Carolina	2015	21007.35	15003.0	1.4002099580083984	Fixed Tilt	['Fixed']	20.0	176.0	4.4015856164	0.2123752583116133	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10347	Eastern	distribution-primary	Eastern
Jacobstown Solar Farm 1-3 (2: North Run, 3: Hanover)	59185.0	UPV	40.063531	-74.580731	PJM	NJ	34	New Jersey	2015	18343.74	15000.0	1.222916	Fixed Tilt	['Fixed']	20.0	180.0	4.0338438356		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	5539	Eastern	distribution-primary	Eastern
Jacobstown Solar Farm 1-3 (2: North Run, 3: Hanover)	59318.0	UPV	40.063531	-74.580731	PJM	NJ	34	New Jersey	2015	18343.74	15000.0	1.222916	Fixed Tilt	['Fixed']	20.0	180.0	4.0338438356		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	5539	Eastern	distribution-primary	Eastern
Jacobstown Solar Farm 1-3 (2: North Run, 3: Hanover)	59628.0	UPV	40.063531	-74.580731	PJM	NJ	34	New Jersey	2015	18343.74	15000.0	1.222916	Fixed Tilt	['Fixed']	20.0	180.0	4.0338438356		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	5539	Eastern	distribution-primary	Eastern
Creswell (Alligood) Solar	59548.0	UPV	35.886961	-76.379271	PJM	NC	37	North Carolina	2015	19600.0	14000.0	1.4	Tracking	['Single']	-1.0	180.0	4.3901821918	0.2120665041224214	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11047	Eastern	distribution-primary	Eastern
UC Davis South Campus (UC Davis Large Solar Plant, SSC 32)	59872.0	UPV	38.520041	-121.740311	CAISO	CA	6	California	2015	16300.0	13000.0	1.2538461538461538	Tracking	['Single']	-1.0	180.0	5.0824422374	0.2589375644192621	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35883	Western	distribution-primary	Western
Camp Lejeune Solar (Navy, Marines)	59966.0	UPV	34.723181	-77.349641	Southeast (non-ISO)	NC	37	North Carolina	2015	17000.0	12800.0	1.328125	Fixed Tilt	['Fixed']	20.0	181.0	4.4517246575	0.1929875468239263	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10941	Eastern	distribution-primary	Eastern
SR Camden	59947.0	UPV	33.636861	-92.705371	West (non-ISO)	AR	5	Arkansas	2015	16820.999999999996	12500.0	1.3456799999999998	Tracking	['Single']	-1.0	180.0	4.5111123288	0.2339502303066597	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	29749	Eastern	distribution-primary	Eastern
Whitakers Solar (Capital Partners, Phase II, Project B)	59526.0	UPV	36.130661	-77.736611	PJM	NC	37	North Carolina	2015	16875.0	12000.0	1.40625	Tracking	['Single']	-1.0	181.0	4.4320954338	0.2515582191780822	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10648	Eastern	distribution-primary	Eastern
Goose Lake Solar (formerly Cottonwood 1)	59086.0	UPV	35.590361	-119.575731	CAISO	CA	6	California	2015	16867.5	12000.0	1.405625	Tracking	['Single']	-1.0	179.0	5.3367968037	0.3193150009149054	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	36738	Western	distribution-primary	Western
(City of) Corcoran Solar (formerly Cottonwood 2)	59087.0	UPV	36.136301	-119.556621	CAISO	CA	6	California	2015	14900.0	12000.0	1.2416666666666667	Tracking	['Single']	-1.0	180.0	5.29148379	0.2629981972203508	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	36598	Western	distribution-primary	Western
Tracy Solar	59498.0	UPV	35.797541	-78.141181	Southeast (non-ISO)	NC	37	North Carolina	2015	14000.11	11661.999999999998	1.200489624421197	Fixed Tilt	['Fixed']	20.0	181.0	4.4295815068	0.1831425094071719	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10683	Eastern	distribution-primary	Eastern
(City of) Phoenix (Desert Star) (Landfill SR85)	59444.0	UPV	33.144051	-112.662641	West (non-ISO)	AZ	4	Arizona	2015	15624.0	11200.000000000002	1.395	Tracking	['Single']	-1.0	180.0	5.8535942922	0.3160958588496905	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38061	Western	distribution-primary	Western
Luke Air Force Base Solar	57324.0	UPV	33.526481	-112.380741	West (non-ISO)	AZ	4	Arizona	2015	15624.0	11200.000000000002	1.395	Tracking	['Single']	-1.0	180.0	5.8058650685	0.3210098879968561	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38078	Western	distribution-primary	Western
Santolina Solar Energy Center	60197.0	UPV	35.012561	-106.860871	West (non-ISO)	NM	35	New Mexico	2015	12400.0	10500.0	1.180952380952381	Tracking	['Single']	-1.0	180.0	5.6324237443	0.2804357920526795	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38842	Western	distribution-primary	Western
PSEG Waldorf Solar Center (Rockfish Solar)	59811.0	UPV	38.589721	-76.876511	PJM	MD	24	Maryland	2015	13090.0	10300.0	1.2708737864077668	Tracking	['Single']	-1.0	180.0	4.1924143836	0.2166808989782047	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8678	Eastern	distribution-primary	Eastern
Waipio Peninsula	64190.0	UPV	21.366376	-157.985206	HI	HI	15	Hawaii	2015	14300.0	10200.0	1.4019607843137256	Fixed Tilt	['Fixed']	10.0	180.0	5.7239705479	0.240809736711376	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35834	Western	distribution-primary	Western
Victor Dry Farm Ranch A+B	58418.0	UPV	34.497751	-117.471071	CAISO	CA	6	California	2015	11000.0	10000.0	1.1	Fixed Tilt	['Fixed']	15.0	192.0	5.8946315068		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	37451	Western	distribution-primary	Western
Victor Dry Farm Ranch A+B	58419.0	UPV	34.497751	-117.471071	CAISO	CA	6	California	2015	11000.0	10000.0	1.1	Fixed Tilt	['Fixed']	15.0	192.0	5.8946315068		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	37451	Western	distribution-primary	Western
PSEG L&D Landfill Solar	59601.0	UPV	39.981441	-74.765221	PJM	NJ	34	New Jersey	2015	12930.0	10000.0	1.293	Fixed Tilt	['Fixed']	20.0	180.0	4.0293312785	0.1868474187189659	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5250	Eastern	distribution-primary	Eastern
South Valley Solar Energy Center	60195.0	UPV	34.985611	-106.729851	West (non-ISO)	NM	35	New Mexico	2015	12400.0	10000.0	1.24	Tracking	['Single']	-1.0	180.0	5.6095006849	0.2725898457968411	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38809	Western	distribution-primary	Western
Rio Communities Solar Energy Center	60198.0	UPV	34.637891	-106.701571	West (non-ISO)	NM	35	New Mexico	2015	12400.0	10000.0	1.24	Tracking	['Single']	-1.0	180.0	5.6543541096	0.2734894952216982	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38820	Western	distribution-primary	Western
IND Airport Solar Farm Phase 2 (INDY II + III)	59424.0	UPV	39.694722	-86.321667	MISO	IN	18	Indiana	2015	13200.0	10000.0	1.3199999999999998	Tracking	['Single']	-1.0	180.0	4.0498899543		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	22459	Eastern	distribution-primary	Eastern
IND Airport Solar Farm Phase 2 (INDY II + III)	59823.0	UPV	39.694722	-86.321667	MISO	IN	18	Indiana	2015	13200.0	10000.0	1.3199999999999998	Tracking	['Single']	-1.0	180.0	4.0498899543		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	True	22459	Eastern	distribution-primary	Eastern
SEPV Palmdale East Solar	59273.0	UPV	34.613056	-117.938889	CAISO	CA	6	California	2015	11497.0	9980.0	1.152004008016032	Tracking	['Single']	-1.0	180.0	5.8909061644	0.299625601966215	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37126	Western	distribution-primary	Western
Santa Fe Solar Energy Center	60196.0	UPV	35.561941	-106.085011	West (non-ISO)	NM	35	New Mexico	2015	11600.0	9500.0	1.2210526315789474	Tracking	['Single']	-1.0	180.0	5.5176280822	0.2731658399685868	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38781	Western	distribution-primary	Western
PSEG Parkland Landfill Solar	59001.0	UPV	40.127271	-74.71116	PJM	NJ	34	New Jersey	2015	10140.0	7800.0	1.3	Fixed Tilt	['Fixed']	15.0	180.0	3.9679479452	0.1758321641097297	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	6167	Eastern	distribution-primary	Eastern
Tequesquite Landfill Solar PV Project (RPU Project, SSC 31)	60035.0	UPV	33.974861	-117.407201	CAISO	CA	6	California	2015	9396.0	7500.0	1.2528	Fixed Tilt	['Fixed']	7.5	180.0	5.4522308219	0.2228919413462417	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37457	Western	distribution-primary	Western
NextEra Adelanto Solar Phase 2	59440.0	UPV	34.553971	-117.369651	CAISO	CA	6	California	2015	8549.057028631778	7000.0	1.221293861233111	Tracking	['Single']	-1.0	180.0	5.9188707763	0.2971800019516002	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37460	Western	distribution-primary	Western
Bordentown Solar	60734.0	UPV	40.038611	-74.776641	PJM	NJ	34	New Jersey	2015	8500.0	6800.0	1.25	Fixed Tilt	['Fixed']	19.0	195.0	4.0069723744	0.1777770691235547	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5234	Eastern	distribution-primary	Eastern
Lakeland Bluebird Facility (Sutton or Bella Vista)	59611.0	UPV	28.066831	-82.017431	Southeast (non-ISO)	FL	12	Florida	2015	7689.0	6000.0	1.2815	Tracking	['Single']	-1.0	180.0	4.9721349315	0.2029128718882817	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	14539	Eastern	distribution-primary	Eastern
Dalton phase 3 (Dalton 2 in EIA) (Looper Bridge Solar Facility in Ventyx)	59556.0	UPV	34.712741	-84.918441	Southeast (non-ISO)	GA	13	Georgia	2015	7100.0	5500.0	1.2909090909090908	Fixed Tilt	['Fixed']	22.0	180.0	4.3715703196	0.2075518944214205	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	12567	Eastern	distribution-primary	Eastern
OCI Alamo 3 Solar (Walzem Solar, Texas 3)	59204.0	UPV	29.479591	-98.299121	ERCOT	TX	48	Texas	2015	6747.3	5500.0	1.2267818181818182	Tracking	['Dual']	-1.0		4.7654947489	0.2316383688672033	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40477	Texas	distribution-primary	Texas
Pastime Farm	60239.0	UPV	39.521181	-87.180411	MISO	IN	18	Indiana	2015	6930.0	5200.0	1.3326923076923076	Fixed Tilt	['Fixed']	20.0	180.0	4.0474342466	0.2009571118865414	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	21922	Eastern	distribution-primary	Eastern
McDonald Solar Farm	60238.0	UPV	39.595151	-87.474091	MISO	IN	18	Indiana	2015	7140.000000000001	5200.0	1.373076923076923	Fixed Tilt	['Fixed']	20.0	180.0	4.0697605023	0.1856171101399036	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	22658	Eastern	distribution-primary	Eastern
Rutherford Farm	59589.0	UPV	35.257281	-81.830111	Southeast (non-ISO)	NC	37	North Carolina	2016	92000.0	74800.0	1.2299465240641712	Fixed Tilt	['Fixed']	25.0	178.0	4.5246130137	0.2060189591253415	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11435	Eastern	distribution-primary	Eastern
Beacon Solar 3 ( Hecate Energy Beacon 3 Photovoltaic Project)	59316.0	UPV	35.248481	-118.008811	West (non-ISO)	CA	6	California	2016	62950.0	56000.0	1.124107142857143	Tracking	['Single']	-1.0	180.0	5.8451440639	0.2809441295372479	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37200	Western	distribution-primary	Western
Beacon Solar 4 ( Hecate Energy Beacon 4 Photovoltaic Project)	59317.0	UPV	35.251791	-118.024281	West (non-ISO)	CA	6	California	2016	56470.0	50000.0	1.1294	Tracking	['Single']	-1.0	180.0	5.8451440639	0.2778303609302093	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37200	Western	distribution-primary	Western
Innovative Solar 43	60149.0	UPV	34.533191	-78.311041	Southeast (non-ISO)	NC	37	North Carolina	2016	50776.740000000005	38900.0	1.3053146529562984	Fixed Tilt	['Fixed']	20.0	181.0	4.4946541096	0.2047039225358794	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10955	Eastern	distribution-primary	Eastern
PSEG Rawhide Flats Solar Energy Center (Bison Solar, Larimer Solar)	60351.0	UPV	40.863809	-105.011101	West (non-ISO)	CO	8	Colorado	2016	36300.0	32400.000000000007	1.12037037037037	Tracking	['Single']	-1.0	180.0	4.4396744292	0.217941766112579	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39060	Western	distribution-primary	Western
